address,labels,cls
DATA/audio_X1623916627931117476,[0.19480446 0.28171662],1
DATA/audio_X1623916628123910677,[0.19024107 0.28187234],1
DATA/audio_X1623916628315172497,[0.14969633 0.26541019],1
DATA/audio_X1623916628699498877,[0.09048549 0.27671375],1
DATA/audio_X1623916628891809522,[0.08784548 0.28315792],1
DATA/audio_X1623916629083246029,[0.08901965 0.2975345 ],1
DATA/audio_X1623916629274958344,[0.08276513 0.29038777],1
DATA/audio_X1623916629851806893,[0.04494662 0.28878117],1
DATA/audio_X1623916630043517256,[0.04630822 0.28594537],1
DATA/audio_X1623916630427334303,[0.02609086 0.29368982],1
DATA/audio_X1623916630619195867,[0.00916502 0.28402522],1
DATA/audio_X1623916630811553620,[0.0043582  0.30516737],1
DATA/audio_X1623916631003637774,[-0.00721053  0.29787233],1
DATA/audio_X1623916631387736967,[-0.04032056  0.29160667],1
DATA/audio_X1623916631579536261,[-0.04499728  0.31387482],1
DATA/audio_X1623916631771692672,[-0.08055171  0.29399392],1
DATA/audio_X1623916631965006581,[-0.09168807  0.30780292],1
DATA/audio_X1623916632156164408,[-0.11782266  0.28366674],1
DATA/audio_X1623916632539693977,[-0.13799174  0.2641734 ],1
DATA/audio_X1623916632731274970,[-0.13506322  0.26885129],1
DATA/audio_X1623916633116613136,[-0.15243305  0.26464898],1
DATA/audio_X1623916633307356376,[-0.15805915  0.26750902],1
DATA/audio_X1623916633498913243,[-0.1554798   0.28383911],1
DATA/audio_X1623916633883124539,[-0.17326734  0.26981777],1
DATA/audio_X1623916634074872446,[-0.21088019  0.27573597],1
DATA/audio_X1623916634268355287,[-0.20992363  0.28097899],1
DATA/audio_X1623916634459860413,[-0.20847105  0.28567295],1
DATA/audio_X1623916634652175389,[-0.21209951  0.29933402],1
DATA/audio_X1623916635034830731,[-0.20780298  0.31091977],1
DATA/audio_X1623916635227865769,[-0.21384955  0.31958623],1
DATA/audio_X1623916635420975942,[-0.22501238  0.33266911],1
DATA/audio_X1623916635612649612,[-0.22822816  0.33723633],1
DATA/audio_X1623916635803763510,[-0.20888075  0.34962694],1
DATA/audio_X1623916635996243287,[-0.21603215  0.35774417],1
DATA/audio_X1623916636187514978,[-0.18947708  0.36553864],1
DATA/audio_X1623916636379464456,[-0.20627549  0.34878636],1
DATA/audio_X1623916636571080337,[-0.18305153  0.384608  ],1
DATA/audio_X1623916636763996914,[-0.17346417  0.38978376],1
DATA/audio_X1623916636956678068,[-0.13788015  0.37245013],1
DATA/audio_X1623916637147253860,[-0.14901371  0.36654898],1
DATA/audio_X1623916637339179116,[-0.14419398  0.38815169],1
DATA/audio_X1623916637531178868,[-0.12896122  0.40723937],1
DATA/audio_X1623916637723230268,[-0.10482901  0.39105071],1
DATA/audio_X1623916637915294244,[-0.10527768  0.40237598],1
DATA/audio_X1623916638107148814,[-0.09055174  0.39705843],1
DATA/audio_X1623916638299660437,[-0.08599502  0.39581235],1
DATA/audio_X1623916638495128041,[-0.07188844  0.41871949],1
DATA/audio_X1623916638684300997,[-0.07809812  0.41168181],1
DATA/audio_X1623916638876205551,[-0.0638481   0.39466489],1
DATA/audio_X1623916639067217824,[-0.10037363  0.38049761],1
DATA/audio_X1623916639259262795,[-0.10620712  0.38052184],1
DATA/audio_X1623916639451549493,[-0.11538001  0.40287714],1
DATA/audio_X1623916639643655648,[-0.09903049  0.40301036],1
DATA/audio_X1623916639836369160,[-0.118343    0.41224026],1
DATA/audio_X1623916640027472537,[-0.0669362   0.42742756],1
DATA/audio_X1623916640219026250,[-0.03601614  0.43938459],1
DATA/audio_X1623916640411357941,[-0.03259115  0.40590493],1
DATA/audio_X1623916640603677473,[0.01921841 0.39738418],1
DATA/audio_X1623916640796349195,[0.04188111 0.41370853],1
DATA/audio_X1623916641179315534,[0.0888202  0.41470802],1
DATA/audio_X1623916641371707611,[0.13442591 0.40228799],1
DATA/audio_X1623916641564460806,[0.16306974 0.40378715],1
DATA/audio_X1623916641756190391,[0.1583639  0.33216324],1
DATA/audio_X1623916641947796425,[0.19064705 0.31704   ],1
DATA/audio_X1623916642139362621,[0.22660462 0.34221557],1
DATA/audio_X1623916642331297454,[0.24105135 0.29454109],1
DATA/audio_X1623916642524224794,[0.2885522 0.2500257],1
DATA/audio_X1623916642714709685,[0.27164354 0.23214388],1
DATA/audio_X1623916643099361493,[0.28273262 0.19522255],1
DATA/audio_X1623916643291609350,[0.28009451 0.17148741],1
DATA/audio_X1623916643487846400,[0.27168397 0.17038598],1
DATA/audio_X1623916643676021994,[0.25915211 0.15287926],1
DATA/audio_X1623916643867859807,[0.22869968 0.15973249],1
DATA/audio_X1623916644061737191,[0.23193736 0.13496559],1
DATA/audio_X1623916644251667241,[0.22788062 0.14622798],1
DATA/audio_X1623916644442846275,[0.24314615 0.11760523],1
DATA/audio_X1623916644635740402,[0.24884139 0.08567587],1
DATA/audio_X1623916644826863149,[0.26455007 0.07792729],1
DATA/audio_X1623916645019556094,[0.25755742 0.05087892],1
DATA/audio_X1623916645212454639,[0.26424664 0.04454389],1
DATA/audio_X1623916645403883210,[0.251072   0.00643511],1
DATA/audio_X1623916645595997440,[ 0.22098481 -0.02454383],1
DATA/audio_X1623916645787191036,[ 0.22456245 -0.04636572],1
DATA/audio_X1623916645980171661,[ 0.20885645 -0.07143518],1
DATA/audio_X1623916646173224735,[ 0.18570589 -0.0891957 ],1
DATA/audio_X1623916646363230308,[ 0.18068083 -0.07652217],1
DATA/audio_X1623916646555654074,[ 0.16323262 -0.09437426],1
DATA/audio_X1623916646747426932,[ 0.14313325 -0.08898713],1
DATA/audio_X1623916646940525479,[ 0.14026273 -0.0833969 ],1
DATA/audio_X1623916647131894948,[ 0.10856179 -0.12517369],1
DATA/audio_X1623916647322867077,[ 0.10731251 -0.12710273],1
DATA/audio_X1623916647514957919,[ 0.06757864 -0.11606965],1
DATA/audio_X1623916647708938862,[ 0.08317649 -0.12328546],1
DATA/audio_X1623916647898914101,[ 0.07862869 -0.09866289],1
DATA/audio_X1623916648090870577,[ 0.02493252 -0.10817232],1
DATA/audio_X1623916648283501481,[ 0.01785806 -0.10770629],1
DATA/audio_X1623916648476619167,[ 0.00817603 -0.10775337],1
DATA/audio_X1623916648667607362,[ 0.00368319 -0.10689485],1
DATA/audio_X1623916649051672891,[-0.03328172 -0.11681117],1
DATA/audio_X1623916649242958109,[-0.05214285 -0.13122091],1
DATA/audio_X1623916649435299193,[-0.04087562 -0.1119733 ],1
DATA/audio_X1623916649626809595,[-0.04511908 -0.11154258],1
DATA/audio_X1623916649819015576,[-0.07406811 -0.13131   ],1
DATA/audio_X1623916650011498707,[-0.08014898 -0.14678058],1
DATA/audio_X1623916650204942219,[-0.10997526 -0.13417375],1
DATA/audio_X1623916650394851639,[-0.1289751  -0.13174286],1
DATA/audio_X1623916650587230581,[-0.15136861 -0.12659107],1
DATA/audio_X1623916650973822534,[-0.19183612 -0.14241105],1
DATA/audio_X1623916651164195313,[-0.20391227 -0.12144215],1
DATA/audio_X1623916651357401164,[-0.204846   -0.14804035],1
DATA/audio_X1623916651548120118,[-0.19813163 -0.13673778],1
DATA/audio_X1623916651740331255,[-0.16856558 -0.14739893],1
DATA/audio_X1623916651931162752,[-0.16976771 -0.17278577],1
DATA/audio_X1623916652122748229,[-0.15097905 -0.19458253],1
DATA/audio_X1623916652315385957,[-0.18671866 -0.20053215],1
DATA/audio_X1623916652507071531,[-0.16869861 -0.2211672 ],1
DATA/audio_X1623916652699656203,[-0.11742704 -0.24971169],1
DATA/audio_X1623916653083966386,[-0.07732692 -0.30204594],1
DATA/audio_X1623916653467615711,[ 0.0161835  -0.27553593],1
DATA/audio_X1623916653658929673,[ 0.04402292 -0.22141494],1
DATA/audio_X1623916653851648170,[ 0.08488438 -0.18984953],1
DATA/audio_X1623916654235618584,[ 0.0853663  -0.20001126],1
DATA/audio_X1623916654427518336,[ 0.06666375 -0.23111759],1
DATA/audio_X1623916654620525985,[ 0.0467559  -0.22136912],1
DATA/audio_X1623916655003649589,[-0.00513272 -0.23285546],1
DATA/audio_X1623916655194739716,[-0.0566875  -0.22941884],1
DATA/audio_X1623916655386564718,[-0.10475115 -0.22413755],1
DATA/audio_X1623916655578896149,[-0.13517103 -0.19691845],1
DATA/audio_X1623916655770986014,[-0.13229817 -0.26638308],1
DATA/audio_X1623916655965223162,[-0.1543045  -0.25349664],1
DATA/audio_X1623916656155669998,[-0.15655281 -0.2475048 ],1
DATA/audio_X1623916656347277051,[-0.1482457 -0.2723896],1
DATA/audio_X1623916656540031842,[-0.13209306 -0.32363842],1
DATA/audio_X1623916656731186610,[-0.14504055 -0.35345184],1
DATA/audio_X1623916656923407548,[-0.1864635  -0.35436049],1
DATA/audio_X1623916657116912575,[-0.2007267 -0.3510654],1
DATA/audio_X1623916657306960695,[-0.2887039  -0.32849088],1
DATA/audio_X1623916657498443527,[-0.29357927 -0.3075822 ],1
DATA/audio_X1623916657691378703,[-0.35265126 -0.28104576],1
DATA/audio_X1623916657882976350,[-0.40590051 -0.26067613],1
DATA/audio_X1623916658076074693,[-0.4257071  -0.25529485],1
DATA/audio_X1623916658267006426,[-0.42914123 -0.24672105],1
DATA/audio_X1623916658458934121,[-0.40526231 -0.30463232],1
DATA/audio_X1623916658846816751,[-0.40086548 -0.32713054],1
DATA/audio_X1623916659035262451,[-0.43352584 -0.30265027],1
DATA/audio_X1623916659227663521,[-0.41814375 -0.32122074],1
DATA/audio_X1623916659419325620,[-0.40767844 -0.31772052],1
DATA/audio_X1623916659612113472,[-0.48588003 -0.28991307],1
DATA/audio_X1623916659802837720,[-0.53946949 -0.27816405],1
DATA/audio_X1623916660186796090,[-0.56561559 -0.24579723],1
DATA/audio_X1623916660379020459,[-0.57146745 -0.28304755],1
DATA/audio_X1623916660573158801,[-0.54724073 -0.33427143],1
DATA/audio_X1623916660762653906,[-0.53686588 -0.3850342 ],1
DATA/audio_X1623916660955525759,[-0.51816146 -0.44228821],1
DATA/audio_X1623916661147677778,[-0.42797334 -0.49857824],1
DATA/audio_X1623916661338816171,[-0.37142868 -0.51014988],1
DATA/audio_X1623916661530993438,[-0.31187591 -0.5089522 ],1
DATA/audio_X1623916661723526799,[-0.26067976 -0.51050193],1
DATA/audio_X1623916661915109189,[-0.19303443 -0.53082048],1
DATA/audio_X1623916662107340665,[-0.10156981 -0.5824554 ],1
DATA/audio_X1623916662298949201,[-0.01570405 -0.60719469],1
DATA/audio_X1623916662490848616,[ 0.05263795 -0.61979033],1
DATA/audio_X1623916662683367610,[ 0.17182813 -0.60174776],1
DATA/audio_X1623916662874715796,[ 0.24199777 -0.55525335],1
DATA/audio_X1623916663066900841,[ 0.28374568 -0.54231775],1
DATA/audio_X1623916663258927425,[ 0.30826798 -0.52075588],1
DATA/audio_X1623916663451791060,[ 0.32696051 -0.49777141],1
DATA/audio_X1623916663642779505,[ 0.30913845 -0.5001682 ],1
DATA/audio_X1623916664219238263,[ 0.2792137  -0.46562967],1
DATA/audio_X1623916664412452554,[ 0.27338383 -0.5545423 ],1
DATA/audio_X1623916664602967948,[ 0.25703345 -0.56242696],1
DATA/audio_X1623916665178508700,[ 0.23733673 -0.540939  ],1
DATA/audio_X1623916665371368114,[ 0.27761913 -0.53126228],1
DATA/audio_X1623916665563070031,[ 0.31294186 -0.49492524],1
DATA/audio_X1623916665757051455,[ 0.38451765 -0.53721889],1
DATA/audio_X1623916665947573699,[ 0.40156755 -0.51414739],1
DATA/audio_X1623916666141653011,[ 0.42842493 -0.54469615],1
DATA/audio_X1623916666331449981,[ 0.45637771 -0.52778057],1
DATA/audio_X1623916666523597945,[ 0.5324459  -0.53238958],1
DATA/audio_X1623916666907243253,[ 0.55905339 -0.45536111],1
DATA/audio_X1623916667099283251,[ 0.56541746 -0.41502493],1
DATA/audio_X1623916667483464303,[ 0.58006208 -0.34851597],1
DATA/audio_X1623916667674829457,[ 0.56401019 -0.36464408],1
DATA/audio_X1623916667867315213,[ 0.5504624  -0.33737354],1
DATA/audio_X1623916668059779210,[ 0.52774544 -0.32053574],1
DATA/audio_X1623916668251495532,[ 0.49912901 -0.32111136],1
DATA/audio_X1623916668443321645,[ 0.50257946 -0.29935717],1
DATA/audio_X1623916668634825905,[ 0.5079035  -0.27064012],1
DATA/audio_X1623916668827160047,[ 0.48065094 -0.27134978],1
DATA/audio_X1623916669019186576,[ 0.46680607 -0.24905674],1
DATA/audio_X1623916669210974707,[ 0.43941856 -0.26298256],1
DATA/audio_X1623916669402873014,[ 0.42669668 -0.26694219],1
DATA/audio_X1623916669595956050,[ 0.38864117 -0.26373933],1
DATA/audio_X1623916669787671094,[ 0.36557553 -0.24933907],1
DATA/audio_X1623916669978718910,[ 0.34414538 -0.21889513],1
DATA/audio_X1623916670171728572,[ 0.31602912 -0.22864476],1
DATA/audio_X1623916670746558639,[ 0.27306951 -0.23102608],1
DATA/audio_X1623916670939179919,[ 0.23898526 -0.2258166 ],1
DATA/audio_X1623916671131205748,[ 0.26008865 -0.24437355],1
DATA/audio_X1623916671322839836,[ 0.2389655  -0.21346277],1
DATA/audio_X1623916671515233631,[ 0.22204876 -0.21092857],1
DATA/audio_X1623916671706692840,[ 0.22163017 -0.20469791],1
DATA/audio_X1623916671900217957,[ 0.2081972  -0.19992012],1
DATA/audio_X1623916672091062035,[ 0.17105755 -0.22159952],1
DATA/audio_X1623916672474730180,[ 0.1426067  -0.21682819],1
DATA/audio_X1623916672667067209,[ 0.12774079 -0.22434775],1
DATA/audio_X1623916672859192144,[ 0.10597705 -0.19660708],1
DATA/audio_X1623916673052068531,[ 0.12516338 -0.18788986],1
DATA/audio_X1623916673243357728,[ 0.08053441 -0.19601991],1
DATA/audio_X1623916673435362858,[ 0.07506015 -0.19549432],1
DATA/audio_X1623916673626984405,[ 0.08542072 -0.21486949],1
DATA/audio_X1623916673818730336,[ 0.07667526 -0.22303791],1
DATA/audio_X1623916674011293286,[ 0.07370784 -0.22419205],1
DATA/audio_X1623916674202836851,[ 0.05094417 -0.22067541],1
DATA/audio_X1623916674396528245,[ 0.03836196 -0.21764508],1
DATA/audio_X1623916674586870665,[ 0.02929181 -0.20621459],1
DATA/audio_X1623916674779880175,[ 0.03065975 -0.21328935],1
DATA/audio_X1623916674971536060,[ 0.02023927 -0.17896593],1
DATA/audio_X1623916675162956843,[-0.00380539 -0.20096145],1
DATA/audio_X1623916675354430011,[-0.00760645 -0.17760373],1
DATA/audio_X1623916675546869701,[-0.02527988 -0.18297107],1
DATA/audio_X1623916675739166097,[-0.04091068 -0.15704776],1
DATA/audio_X1623916675932391542,[-0.01690542 -0.19335399],1
DATA/audio_X1623916676123400874,[-0.04354695 -0.16734585],1
DATA/audio_X1623916676315225177,[-0.07191016 -0.15816513],1
DATA/audio_X1623916676508027651,[-0.10600653 -0.16477166],1
DATA/audio_X1623916676699324310,[-0.09056511 -0.14193393],1
DATA/audio_X1623916676890898247,[-0.11083103 -0.15778923],1
DATA/audio_X1623916677083180340,[-0.13666046 -0.1592889 ],1
DATA/audio_X1623916677275902496,[-0.14870939 -0.1591927 ],1
DATA/audio_X1623916677468961675,[-0.16545392 -0.16355965],1
DATA/audio_X1623916677659305924,[-0.19651076 -0.17790793],1
DATA/audio_X1623916677852174448,[-0.20889408 -0.17224944],1
DATA/audio_X1623916678234903865,[-0.22736052 -0.183339  ],1
DATA/audio_X1623916678428631330,[-0.2458006  -0.17762897],1
DATA/audio_X1623916678618923549,[-0.27361992 -0.16268756],1
DATA/audio_X1623916678811610539,[-0.29440041 -0.14152683],1
DATA/audio_X1623916679002733218,[-0.32483256 -0.1324332 ],1
DATA/audio_X1623916679195338163,[-0.36380357 -0.14113254],1
DATA/audio_X1623916679387089768,[-0.35986806 -0.15495704],1
DATA/audio_X1623916679578737885,[-0.36238985 -0.15519409],1
DATA/audio_X1623916679771469293,[-0.38206812 -0.13730906],1
DATA/audio_X1623916679962775717,[-0.39793901 -0.1334765 ],1
DATA/audio_X1623916680155580789,[-0.43190877 -0.12506183],1
DATA/audio_X1623916680347222221,[-0.4884525 -0.1511124],1
DATA/audio_X1623916680539351361,[-0.51047479 -0.12758439],1
DATA/audio_X1623916680731073272,[-0.50804753 -0.12187887],1
DATA/audio_X1623916681307601560,[-0.54139335 -0.00827397],1
DATA/audio_X1623916681499022835,[-0.53116746  0.00230209],1
DATA/audio_X1623916681692325891,[-0.54312881 -0.00581711],1
DATA/audio_X1623916681883105153,[-0.55718387  0.00074004],1
DATA/audio_X1623916682076837807,[-0.57343013  0.00261837],1
DATA/audio_X1623916682267328016,[-0.60059198 -0.01523832],1
DATA/audio_X1623916682459863654,[-0.60374128  0.01508928],1
DATA/audio_X1623916682651530561,[-0.62836997  0.04126027],1
DATA/audio_X1623916682843464410,[-0.64927157  0.05319002],1
DATA/audio_X1623916683226862257,[-0.69156302  0.07399474],1
DATA/audio_X1623916683421504925,[-0.67386229  0.1595473 ],1
DATA/audio_X1623916683611090149,[-0.65299797  0.18734404],1
DATA/audio_X1623916683804670327,[-0.66816567  0.17869024],1
DATA/audio_X1623916683996050549,[-0.71695572  0.16911849],1
DATA/audio_X1623916684188642446,[-0.71148578  0.13838387],1
DATA/audio_X1623916684380781225,[-0.74355316  0.07223992],1
DATA/audio_X1623916684571003312,[-0.6891976  -0.01575592],1
DATA/audio_X1623916684762909900,[-0.70642048 -0.10564462],1
DATA/audio_X1623916684955499141,[-0.66684557 -0.19551854],1
DATA/audio_X1623916685338671206,[-0.54378632 -0.43909896],1
DATA/audio_X1623916685530656836,[-0.48623854 -0.54069463],1
DATA/audio_X1623916685723051232,[-0.39925989 -0.63607907],1
DATA/audio_X1623916685915922297,[-0.28987653 -0.69626515],1
DATA/audio_X1623916686107321275,[-0.19368935 -0.7445417 ],1
DATA/audio_X1623916686298810366,[-0.11099747 -0.77047144],1
DATA/audio_X1623916686492173814,[-0.07919239 -0.79919048],1
DATA/audio_X1623916686682864317,[-0.01214696 -0.81187091],1
DATA/audio_X1623916686874787933,[ 0.10447339 -0.82081258],1
DATA/audio_X1623916687066597854,[ 0.20328243 -0.80036238],1
DATA/audio_X1623916687450970015,[ 0.26030663 -0.77768665],1
DATA/audio_X1623916687834947810,[ 0.22310205 -0.78110003],1
DATA/audio_X1623916688026971364,[ 0.20653624 -0.78955714],1
DATA/audio_X1623916688218994631,[ 0.21663263 -0.81924009],1
DATA/audio_X1623916688410939786,[ 0.17809432 -0.81660908],1
DATA/audio_X1623916688602996621,[ 0.1843106 -0.8235615],1
DATA/audio_X1623916688794903473,[ 0.17533176 -0.81638432],1
DATA/audio_X1623916689178601722,[ 0.1907237  -0.84866854],1
DATA/audio_X1623916689371552602,[ 0.19374388 -0.82619081],1
DATA/audio_X1623916689563312160,[ 0.20183872 -0.80016865],1
DATA/audio_X1623916689755725154,[ 0.20283633 -0.78035846],1
DATA/audio_X1623916689947110507,[ 0.16940175 -0.78635325],1
DATA/audio_X1623916690141469955,[ 0.17686779 -0.77227941],1
DATA/audio_X1623916690523979481,[ 0.16887695 -0.7288443 ],1
DATA/audio_X1623916690715165284,[ 0.12329084 -0.7489601 ],1
DATA/audio_X1623916690907206090,[ 0.13194296 -0.7510418 ],1
DATA/audio_X1623916691100591594,[ 0.14215007 -0.75162903],1
DATA/audio_X1623916691291007323,[ 0.07700328 -0.76480522],1
DATA/audio_X1623916691484955544,[ 0.07207287 -0.7570973 ],1
DATA/audio_X1623916691866464534,[ 0.02035628 -0.72523525],1
DATA/audio_X1623916692058781341,[-0.04682171 -0.72717321],1
DATA/audio_X1623916692251374852,[-0.06314577 -0.74704507],1
DATA/audio_X1623916692443054288,[-0.06535248 -0.74264597],1
DATA/audio_X1623916692636018292,[-0.06830441 -0.70813371],1
DATA/audio_X1623916692827087171,[-0.0799227 -0.7404589],1
DATA/audio_X1623916693018692816,[-0.0043507  -0.71490808],1
DATA/audio_X1623916693403206596,[ 0.16962757 -0.69679514],1
DATA/audio_X1623916693786532799,[ 0.2929513  -0.69510039],1
DATA/audio_X1623916693979332678,[ 0.32455723 -0.70473904],1
DATA/audio_X1623916694170983605,[ 0.38132526 -0.66392609],1
DATA/audio_X1623916694555936426,[ 0.4694163  -0.57405544],1
DATA/audio_X1623916694747046428,[ 0.54338693 -0.49812114],1
DATA/audio_X1623916694939002730,[ 0.56060667 -0.47020662],1
DATA/audio_X1623916695131112504,[ 0.60043414 -0.41705431],1
DATA/audio_X1623916695322687209,[ 0.64925832 -0.36375599],1
DATA/audio_X1623916695514469081,[ 0.6071045  -0.29922595],1
DATA/audio_X1623916695707544130,[ 0.64831844 -0.23827389],1
DATA/audio_X1623916695900072974,[ 0.68978256 -0.1964078 ],1
DATA/audio_X1623916696090344551,[ 0.6612077  -0.18605365],1
DATA/audio_X1623916696282769302,[ 0.65885309 -0.12997119],1
DATA/audio_X1623916696474809958,[ 0.65421469 -0.12378754],1
DATA/audio_X1623916696666670839,[ 0.66219701 -0.11895346],1
DATA/audio_X1623916696859257317,[ 0.6509267  -0.13268411],1
DATA/audio_X1623916697052015793,[ 0.62961739 -0.14185836],1
DATA/audio_X1623916697243748901,[ 0.62909342 -0.13086171],1
DATA/audio_X1623916697434824989,[ 0.60270558 -0.1256526 ],1
DATA/audio_X1623916697626809967,[ 0.60281606 -0.06578205],1
DATA/audio_X1623916697820230969,[ 0.60192496 -0.02918102],1
DATA/audio_X1623916698010942547,[ 0.57065412 -0.03877515],1
DATA/audio_X1623916698203163334,[ 0.56587084 -0.01365795],1
DATA/audio_X1623916698587565419,[ 0.52599981 -0.0069083 ],1
DATA/audio_X1623916698779415072,[ 0.49233964 -0.01488961],1
DATA/audio_X1623916698971098614,[ 0.48580136 -0.02065074],1
DATA/audio_X1623916699162576942,[ 0.50059643 -0.02616716],1
DATA/audio_X1623916699358573357,[ 0.4748717  -0.02353515],1
DATA/audio_X1623916699546543737,[0.49350718 0.00844455],1
DATA/audio_X1623916699739029004,[0.47884748 0.01392347],1
DATA/audio_X1623916700122262717,[ 0.46571084 -0.01309346],1
DATA/audio_X1623916700315792716,[ 0.41443759 -0.01579475],1
DATA/audio_X1623916700506775945,[ 0.41862367 -0.04245679],1
DATA/audio_X1623916700890899543,[ 0.38241118 -0.03218224],1
DATA/audio_X1623916701083307756,[ 0.37401736 -0.00506518],1
DATA/audio_X1623916701275861410,[ 0.30617019 -0.04070557],1
DATA/audio_X1623916701467263838,[ 0.32061359 -0.03262821],1
DATA/audio_X1623916701658390556,[ 0.32052239 -0.01162117],1
DATA/audio_X1623916701850817939,[ 0.29339369 -0.03234343],1
DATA/audio_X1623916702043477352,[ 0.2810466  -0.03190504],1
DATA/audio_X1623916702426568450,[ 0.27477675 -0.02581197],1
DATA/audio_X1623916702618963515,[ 0.23176121 -0.02099678],1
DATA/audio_X1623916702811431923,[ 0.16539852 -0.11248422],1
DATA/audio_X1623916703003996458,[ 0.16098831 -0.10174285],1
DATA/audio_X1623916703196791714,[ 0.1473923  -0.08825706],1
DATA/audio_X1623916703388389985,[ 0.15960445 -0.07467812],1
DATA/audio_X1623916703580012735,[ 0.16511489 -0.05911474],1
DATA/audio_X1623916703963497146,[ 0.18154648 -0.06661594],1
DATA/audio_X1623916704156436627,[ 0.1510104  -0.07507023],1
DATA/audio_X1623916704350493445,[ 0.12662206 -0.10997095],1
DATA/audio_X1623916704540316495,[ 0.0228671  -0.14746774],1
DATA/audio_X1623916704732239853,[-0.01932488 -0.13518711],1
DATA/audio_X1623916704924072236,[-0.02746579 -0.11455491],1
DATA/audio_X1623916705115799789,[-0.0437097  -0.09986202],1
DATA/audio_X1623916705308790503,[-0.04020918 -0.11683519],1
DATA/audio_X1623916705499584461,[-0.03508148 -0.11535896],1
DATA/audio_X1623916705691615340,[-0.03408845 -0.12142726],1
DATA/audio_X1623916706075610828,[-0.04577335 -0.1122613 ],1
DATA/audio_X1623916706268584072,[-0.06019864 -0.10476793],1
DATA/audio_X1623916706459425327,[-0.07023987 -0.10329707],1
DATA/audio_X1623916706651550384,[-0.06899233 -0.10687928],1
DATA/audio_X1623916706843864143,[-0.09661457 -0.12179749],1
DATA/audio_X1623916707036109647,[-0.07173154 -0.14803913],1
DATA/audio_X1623916707227761972,[-0.04909626 -0.16723205],1
DATA/audio_X1623916707419785303,[-0.01598061 -0.15579068],1
DATA/audio_X1623916707612199479,[ 0.00038226 -0.13713603],1
DATA/audio_X1623916707803403614,[-0.01235917 -0.1248055 ],1
DATA/audio_X1623916707995123043,[ 0.00621056 -0.11346394],1
DATA/audio_X1623916708188345792,[ 0.00849026 -0.12000382],1
DATA/audio_X1623916708379909735,[-0.00985306 -0.13215155],1
DATA/audio_X1623916708571477390,[-0.01371251 -0.13190137],1
DATA/audio_X1623916708763798353,[-0.00510259 -0.10311142],1
DATA/audio_X1623916708955887029,[-0.00908777 -0.12479491],1
DATA/audio_X1623916709147411165,[-0.0195408 -0.0989917],1
DATA/audio_X1623916709340086399,[-0.00988029 -0.1037583 ],1
DATA/audio_X1624186955201470067,[ 0.21641452 -0.43691041],0
DATA/audio_X1624186955394130986,[ 0.21641452 -0.43691041],0
DATA/audio_X1624186955585715609,[ 0.21641452 -0.43691041],0
DATA/audio_X1624186955777679691,[ 0.21641452 -0.43691041],0
DATA/audio_X1624186955970472834,[ 0.21641452 -0.43691041],0
DATA/audio_X1624186956161843952,[ 0.21641452 -0.43691041],0
DATA/audio_X1624186956354309381,[ 0.21641452 -0.43691041],0
DATA/audio_X1624186956544984847,[ 0.21641452 -0.43691041],0
DATA/audio_X1624186956737452708,[ 0.21641452 -0.43691041],0
DATA/audio_X1624186956929795928,[ 0.21641452 -0.43691041],0
DATA/audio_X1624186957121789002,[ 0.21641452 -0.43691041],0
DATA/audio_X1624186957314381888,[ 0.21641452 -0.43691041],0
DATA/audio_X1624186957697852033,[ 0.21641452 -0.43691041],0
DATA/audio_X1624186957889854771,[ 0.21641452 -0.43691041],0
DATA/audio_X1624186958081504931,[ 0.21641452 -0.43691041],0
DATA/audio_X1624186958273790487,[ 0.21641452 -0.43691041],0
DATA/audio_X1624186958465584776,[ 0.21641452 -0.43691041],0
DATA/audio_X1624186958657569146,[ 0.21641452 -0.43691041],0
DATA/audio_X1624186958850957461,[ 0.21641452 -0.43691041],0
DATA/audio_X1624186959042138498,[ 0.21641452 -0.43691041],0
DATA/audio_X1624186959233741873,[ 0.21641452 -0.43691041],0
DATA/audio_X1624186959425820996,[ 0.21641452 -0.43691041],0
DATA/audio_X1624186959617906358,[ 0.21641452 -0.43691041],0
DATA/audio_X1624186959809670183,[ 0.21641452 -0.43691041],0
DATA/audio_X1624186960001649433,[ 0.21641452 -0.43691041],0
DATA/audio_X1624186960193875629,[ 0.21641452 -0.43691041],0
DATA/audio_X1624186960385399131,[ 0.21641452 -0.43691041],0
DATA/audio_X1624186960577530510,[ 0.21641452 -0.43691041],0
DATA/audio_X1624186960770223173,[ 0.21641452 -0.43691041],0
DATA/audio_X1624186960961715508,[ 0.21641452 -0.43691041],0
DATA/audio_X1624186961154128777,[ 0.21641452 -0.43691041],0
DATA/audio_X1624186961345642296,[ 0.21641452 -0.43691041],0
DATA/audio_X1624186961579154658,[ 0.21641452 -0.43691041],0
DATA/audio_X1624186961922190802,[ 0.21641452 -0.43691041],0
DATA/audio_X1624186962113486111,[ 0.21641452 -0.43691041],0
DATA/audio_X1624186962305936628,[ 0.21641452 -0.43691041],0
DATA/audio_X1624186962497109441,[ 0.21641452 -0.43691041],0
DATA/audio_X1624186962689338964,[ 0.21641452 -0.43691041],0
DATA/audio_X1624186962881920138,[ 0.21641452 -0.43691041],0
DATA/audio_X1624186963073402169,[ 0.21641452 -0.43691041],0
DATA/audio_X1624186963265631661,[ 0.21641452 -0.43691041],0
DATA/audio_X1624186963457511390,[ 0.21641452 -0.43691041],0
